Document name,Created by,Created,Modified by,Modified,Coded Segments,Words,Characters,participant_ID,full_clip_name,excerpt_label_final,genre_code,familiarity_specific_level,age_group,country_code,thought_or_not_response.keys,rating_Q1_music_related.response,rating_Q2_spontaneous.response,invalid,rating_Q3_reality.response,general_rating_Q1_familiarity.response,[Natural World],general_rating_Q2_enjoy.response,demographics.headphones,Creatures,demographics.age,demographics.livingCountry,Terrains,demographics.birthCountry,demographics.nativeLanguage,Sky and Space,demographics.otherLanguage,demographics.otherLanguageText,Vegetation,demographics.gender,demographics.hearingImpariments,Water Features,demographics.hearingImpairmentsText,demographics.education,Weather,demographics.musicianIdentification,Fictional and Spiritual Settings,Scene Qualities,Societal Places,Spatial Orientation,Named Regional Places,[Characters],NARRATIONAL,[Character Descriptors],[Settings],[Outfit Details],Accessories,Hair,Outfit Descriptors,Identity,Professions and Pursuits,Music-related Professions and Pursuits,Relations,Archetypes,Social Collectives,Traits,[Named Figures],Creators,Fictional Characters,Historical and Mythical Figures,Performers and Entertainers,[Social Presence],Solitude,Dyads,Groups,Body Parts,[Objects & Things],Consumables,Everyday Objects,Transport,Commerce and Organisations,Materials and Surfaces,Object Qualities,[Actions],[Agentic Actions],Directed Movement,Daily life,Music-linked Movement,Sports,Creating and Performing,Relational and Social,Consuming,Conflict and Wrongdoing,[Processes and States],Perceptual acts,Non-directional Motions,Rest and Leisure,Transforming and Learning,Waiting and Anticipating,[Action Modifiers],Speed,Characterisation,REFERENTIAL,[Music & Sounds],"Instruments, Ensembles, and Imitations",Music Use and Function,Sound Qualities,"Music Genre, Cultural, and Stylistic Labels",Technical and Structural Music Elements,Playback and Listening Devices,Named Artists and Musicians,Named Songs and Lyrics,Sounds and Sound Effects,"[Media, Art, & Technology]",Media Formats,Media Genres and Styles,Media Packaging Structures,Media Techniques and Effects,Music and Sound in Media,Media Companies and Devices,Digital Platforms and Applications,Named Media References,[Chronology & Events],Events and Occasions,Historical Events and Periods,Narrative Progression,Passage and Repetition of Time,Seasons and Time,EXPERIENTIAL,[Symbolic & Sensory Representations],[Sensory Details],[Visual Details],Colour,Illumination,Text,Vantage Point,"Oddities, Effects, Shapes, Patterns",Smell,Bodily Sensation,Conceptual and Metaphorical References,[Subjective & Personal Experience],Emotions and Affective States,Opinions and Preferences,Personal Significance,Personal Time-linked Connections
1081 (3),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 13:21:46,4,45,234,1081,Ele_H_05_new-clip_Electronic_HIGH_Electric_Feel.mp3,Ele_H_05,Ele,H,18to30,US,0,5,2,0,1,5,0,5,1,0,23,United States,0,United States,English,0,,NA,0,Male,0,0,NA,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1081 (4),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 13:05:46,5,50,282,1081,Amb_H_05_new-clip_Ambient_HIGH_snowfall.mp3,Amb_H_05,Amb,H,18to30,US,0,5,5,0,5,1,0,5,1,0,23,United States,0,United States,English,0,,NA,0,Male,0,0,NA,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081 (5),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 13:09:05,8,30,151,1081,Met_L_05_new-clip_Metal_LOW_Under_the_Knife.mp3,Met_L_05,Met,L,18to30,US,0,5,4,0,3,1,0,3,1,0,23,United States,0,United States,English,0,,NA,0,Male,0,0,NA,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081 (6),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 13:03:40,5,50,273,1081,"Jaz_L_05_new-clip_Jazz_LOW_Thinking_of_You,_Mjq.mp3",Jaz_L_05,Jaz,L,18to30,US,0,5,5,0,2,1,0,2,1,0,23,United States,0,United States,English,0,,NA,0,Male,0,0,NA,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081 (7),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 13:19:24,12,62,327,1081,60s_H_05_new-clip_60s_MED_Blue_Eyes_Crying_In_the_Rain.mp3,60s_H_05,60s,H,18to30,US,0,5,5,0,4,1,0,4,1,0,23,United States,0,United States,English,0,,NA,0,Male,0,0,NA,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1081 (8),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 13:10:17,6,33,186,1081,Fun_L_05_new-clip_Funk_LOW_Walking_Trombone.mp3,Fun_L_05,Fun,L,18to30,US,0,5,5,0,5,1,0,1,1,0,23,United States,0,United States,English,0,,NA,0,Male,0,0,NA,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081 (9),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 13:06:55,6,24,124,1081,Pop_L_05_new-clip_Pop_HIGH_The_Edge_Of_Glory.mp3,Pop_L_05,Pop,L,18to30,US,0,5,5,0,4,1,0,1,1,0,23,United States,0,United States,English,0,,NA,0,Male,0,0,NA,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 13:04:43,3,11,66,120,Pop_L_06_new-clip_Pop_MED_I_Turn_To_You.mp3,Pop_L_06,Pop,L,18to30,UK,0,5,4,0,2,1,0,2,1,0,30,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120 (1),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 12:49:26,1,10,54,120,Amb_H_06_new-clip_Ambient_HIGH_Sweden.mp3,Amb_H_06,Amb,H,18to30,UK,0,5,4,0,1,2,0,4,1,0,30,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120 (2),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,05/03/2026 16:33:47,0,11,65,120,Fun_L_06_new-clip_Funk_MED_Charisma.mp3,Fun_L_06,Fun,L,18to30,UK,0,0,0,0,0,1,0,3,1,0,30,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120 (3),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,05/03/2026 16:33:47,0,13,65,120,Cla_H_06_new-clip_Classical_HIGH_Nocturne_No._2_in_E-Flat_Major,Cla_H_06,Cla,H,18to30,UK,0,0,0,0,0,3,0,3,1,0,30,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120 (4),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 13:31:56,2,16,78,120,Met_L_06_new-clip_Metal_MED_Check_My_Brain.mp3,Met_L_06,Met,L,18to30,UK,0,0,0,0,0,1,0,1,1,0,30,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120 (5),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 13:09:04,2,7,43,120,80s_H_06_new-clip_80s_HIGH_Sweet_Dreams_-Are_Made_of_This-.mp3,80s_H_06,80s,H,18to30,UK,0,5,3,0,2,4,0,3,1,0,30,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120 (6),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 13:19:21,2,7,39,120,Jaz_L_06_new-clip_Jazz_LOW_Tempest.mp3,Jaz_L_06,Jaz,L,18to30,UK,0,5,4,0,3,1,0,1,1,0,30,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120 (7),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 12:59:17,2,12,54,120,Ele_H_06_new-clip_Electronic_HIGH_The_Other_Side_Of_Paradise.mp,Ele_H_06,Ele,H,18to30,UK,0,5,4,0,5,1,0,1,1,1,30,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120 (8),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 12:51:29,4,16,82,120,60s_H_06_new-clip_60s_MED_Cinnamon_Girl.mp3,60s_H_06,60s,H,18to30,UK,0,5,4,0,3,1,0,2,1,0,30,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120 (9),hazelaileenvanderwalle,10/12/2025 12:05:13,hazelaileenvanderwalle,08/05/2026 13:00:34,2,12,62,120,Fil_L_06_new-clip_Film_MED_Hoffa_Trailer.mp3,Fil_L_06,Fil,L,18to30,UK,0,5,4,0,3,1,0,2,1,0,30,United Kingdom,0,United Kingdom,English,0,,NA,0,Male,0,0,NA,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 13:00:33,2,13,64,1043,60s_L_12_new-clip_60s_LOW_Rumpus.mp3,60s_L_12,60s,L,18to30,US,0,5,2,0,4,1,0,2,1,0,28,United States,0,United States,English,0,,NA,0,Male,0,0,NA,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043 (1),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,05/03/2026 16:33:47,0,12,63,1043,Fun_H_12_new-clip_Funk_HIGH_September.mp3,Fun_H_12,Fun,H,18to30,US,0,0,0,0,0,4,0,3,1,0,28,United States,0,United States,English,0,,NA,0,Male,0,0,NA,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043 (2),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 13:32:05,1,8,47,1043,80s_L_12_new-clip_80s_MED_Une_autre_histoire.mp3,80s_L_12,80s,L,18to30,US,0,0,0,0,0,2,0,3,1,0,28,United States,0,United States,English,0,,NA,0,Male,0,0,NA,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1043 (3),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 13:06:55,5,17,85,1043,Amb_L_12_new-clip_Ambient_LOW_Memories_of_Grass.mp3,Amb_L_12,Amb,L,18to30,US,0,5,4,0,2,2,0,4,1,0,28,United States,0,United States,English,1,,NA,0,Male,0,0,NA,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043 (4),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,05/03/2026 16:33:47,0,10,63,1043,Pop_H_12_new-clip_Pop_LOW_A_Casa_Sou_Eu_-_Ao_Vivo.mp3,Pop_H_12,Pop,H,18to30,US,0,0,0,0,0,1,0,1,1,0,28,United States,0,United States,English,0,,NA,0,Male,0,0,NA,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043 (5),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 13:34:39,10,32,160,1043,Met_H_12_new-clip_Metal_HIGH_Chop_Suey.mp3,Met_H_12,Met,H,18to30,US,0,5,5,0,1,5,0,5,1,0,28,United States,0,United States,English,0,,NA,0,Male,0,0,NA,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1043 (6),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 12:53:27,1,8,42,1043,Ele_L_12_new-clip_Electronic_MED_Looped.mp3,Ele_L_12,Ele,L,18to30,US,0,0,0,0,0,1,0,5,1,0,28,United States,0,United States,English,0,,NA,0,Male,0,0,NA,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043 (7),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 13:34:36,4,17,88,1043,Cla_L_12_new-clip_Classical_LOW_LArbre_des_songes_-_Concerto_fo,Cla_L_12,Cla,L,18to30,US,0,0,0,0,0,2,0,1,1,0,28,United States,0,United States,English,0,,NA,0,Male,0,0,NA,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1043 (8),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 12:59:23,1,17,96,1043,Fil_H_12_new-clip_Film_LOW_Hammer_of_the_Gods__Opening_Title.mp,Fil_H_12,Fil,H,18to30,US,0,4,3,0,3,3,0,4,1,0,28,United States,0,United States,English,0,,NA,0,Male,0,0,NA,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043 (9),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 13:30:30,1,7,33,1043,Jaz_H_12_new-clip_Jazz_MED_Take_Five.mp3,Jaz_H_12,Jaz,H,18to30,US,0,0,0,0,0,2,0,4,1,0,28,United States,0,United States,English,0,,NA,0,Male,0,0,NA,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
215,hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 13:30:36,7,22,124,215,Fun_H_12_new-clip_Funk_HIGH_September.mp3,Fun_H_12,Fun,H,18to30,UK,0,5,4,0,2,4,0,5,1,0,24,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
215 (1),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 12:52:23,10,28,153,215,Jaz_H_12_new-clip_Jazz_MED_Take_Five.mp3,Jaz_H_12,Jaz,H,18to30,UK,0,4,3,0,1,2,0,4,1,0,24,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,4,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215 (2),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,05/03/2026 16:33:47,0,25,130,215,Pop_H_12_new-clip_Pop_LOW_A_Casa_Sou_Eu_-_Ao_Vivo.mp3,Pop_H_12,Pop,H,18to30,UK,0,0,0,0,0,1,0,4,1,0,24,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215 (4),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 13:34:36,6,43,213,215,Met_H_12_new-clip_Metal_HIGH_Chop_Suey.mp3,Met_H_12,Met,H,18to30,UK,0,4,4,0,2,3,0,4,1,0,24,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
215 (5),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 13:34:37,8,31,182,215,Ele_L_12_new-clip_Electronic_MED_Looped.mp3,Ele_L_12,Ele,L,18to30,UK,0,4,4,0,1,1,0,2,1,0,24,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
215 (6),hazelaileenvanderwalle,10/12/2025 12:05:14,hazelaileenvanderwalle,08/05/2026 13:10:21,8,27,168,215,60s_L_12_new-clip_60s_LOW_Rumpus.mp3,60s_L_12,60s,L,18to30,UK,0,5,4,0,5,1,0,2,1,0,24,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
